doi,title,year,citations,is_oa,type
https://doi.org/10.1016/j.corsci.2024.112400,The effect of dissolved oxygen and Shewanella algae on the corrosion mechanism of titanium in a simulated marine environment,2024,22,False,article
https://doi.org/10.1016/j.corsci.2024.112448,Effect of CrN coating on the hot salt corrosion fatigue behavior of titanium alloy,2024,22,False,article
https://doi.org/10.1016/j.corsci.2024.112643,Barrier effect of intergranular precipitation in alumina-forming austenitic steel against dissolution corrosion exposed to lead-bismuth eutectic,2024,22,False,article
https://doi.org/10.1016/j.corsci.2024.112654,Develop a durable self-healing anticorrosion coating through a combined approach of passive Cl- blocking and active Cl- capture,2024,22,False,article
https://doi.org/10.1016/j.corsci.2025.112856,The external stress-assisted corrosion behavior of Mg alloys for biomedical applications,2025,22,False,article
https://doi.org/10.1016/j.corsci.2026.113715,Effect of dissolved oxygen on autoclave grid-to-rod fretting corrosion behavior of Cr coated fuel cladding in simulated primary water,2026,22,False,article
https://doi.org/10.1016/j.corsci.2021.109595,Effects of imposed stresses on high temperature corrosion behaviour of T91,2021,21,False,article
https://doi.org/10.1016/j.corsci.2021.110013,Oxidation kinetics and microstructure evolution of high Mn stainless-steel alloy in CO2 at 700 °C,2021,21,True,article
https://doi.org/10.1016/j.corsci.2022.110734,Mechanism of tellurium induced nickel alloy corrosion in molten LiCl-KCl salt,2022,21,False,article
https://doi.org/10.1016/j.corsci.2022.110772,Effect of substrate orientation and anisotropic strength on corrosion pits,2022,21,True,article
https://doi.org/10.1016/j.corsci.2022.110763,Internal nitridation during creep of IN617 superalloy,2022,21,True,article
https://doi.org/10.1016/j.corsci.2023.110964,Acoustic emission as a reliable technique for filiform corrosion monitoring on coated AA7075-T6: Tailored data processing,2023,21,True,article
https://doi.org/10.1016/j.corsci.2023.111014,Unveiling the significant contribution of matrix elements to passivation behaviour and corrosion resistance of alloys by modelling approach,2023,21,False,article
https://doi.org/10.1016/j.corsci.2023.111256,The deterioration effects of corrosion product deposition on Ni-Cu alloy in hydrofluoric acid vapor phase,2023,21,False,article
https://doi.org/10.1016/j.corsci.2023.111491,High temperature oxidation behavior of TiAl alloy with electrodeposited SiOC coating,2023,21,False,article
https://doi.org/10.1016/j.corsci.2023.111484,Improvement in corrosion resistance of biocompatible Ti1.5Al0.3ZrNb refractory high entropy alloy in simulated body fluid by nanosecond laser shock processing,2023,21,False,article
https://doi.org/10.1016/j.corsci.2023.111586,Study of fretting-initiated crevice corrosion and crevice corrosion affected fretting of stainless steel,2023,21,False,article
https://doi.org/10.1016/j.corsci.2024.111835,"Correlation of microstructure, mechanical properties and corrosion behavior in a Ni34Co28Cr28Al10 multi-principal element alloy with outstanding corrosion resistance",2024,21,False,article
https://doi.org/10.1016/j.corsci.2024.111893,Consistent high rate oxygen reduction reaction during corrosion of Mg-Ag Alloy,2024,21,False,article
https://doi.org/10.1016/j.corsci.2024.111899,Oxidation and hot corrosion behaviors of NiAlTa protective material for turbine single crystal blade tips,2024,21,False,article
https://doi.org/10.1016/j.corsci.2024.112005,Dual corrosion promotion of pipeline steel in sea mud induced by sulfate reducing bacteria: Bacteria concentration cell and electronic conduction of the biofilms covered sand grains,2024,21,False,article
https://doi.org/10.1016/j.corsci.2024.112147,The effect of surface grinding on the stress corrosion cracking initiation of 316LN stainless steel in 600 °C supercritical CO2,2024,21,False,article
https://doi.org/10.1016/j.corsci.2024.112146,Unveiling the initial oxidation mechanism of a single crystal Ni-based superalloy with pre-deformation,2024,21,False,article
https://doi.org/10.1016/j.corsci.2024.112196,"The influence of rare earth elements (Ce, La, Y, Nd, Gd) on the microstructure, electrochemical and antibacterial properties of Al-Zn-In-Mg-Ti sacrificial anodes",2024,21,False,article
https://doi.org/10.1016/j.corsci.2024.112200,Influence of sea sand and Shewanella algae on the corrosion behavior of 316 stainless steel in marine environment,2024,21,False,article
https://doi.org/10.1016/j.corsci.2024.112221,Enhanced tribocorrosion performance of laser-deposited Fe2CoNiCrAlTiCx high-entropy alloy coatings via in-situ graphitization in aqueous medium,2024,21,False,article
https://doi.org/10.1016/j.corsci.2024.112336,"Clarifying the role of quenching conditions on microstructure, intergranular corrosion behavior and mechanical properties of Al-Mg-Si-Cu alloy with high Cu",2024,21,False,article
https://doi.org/10.1016/j.corsci.2024.112416,Insights into the effects of grain size variation and FCC phase formation on the oxidation behavior of laser additively manufactured BCC AlCoCrFeNi high entropy alloy,2024,21,False,article
https://doi.org/10.1016/j.corsci.2024.112449,New insights into the corrosion mechanism of 316Ti austenitic steel exposed to 550 ℃ lead-bismuth eutectic with 5×10−6 wt% and 5×10−7 wt% oxygen concentration,2024,21,False,article
https://doi.org/10.1016/j.corsci.2024.112650,Interfacial corrosion behavior of aluminum/steel joints prepared by solid-state additive manufacturing,2024,21,True,article
https://doi.org/10.1016/j.corsci.2025.112723,Enhancing the selective phase corrosion resistance of NiAl bronze in 3.5 % NaCl solution by adding Mn element,2025,21,False,article
https://doi.org/10.1016/j.corsci.2025.112763,Insight into the alternative galvanic corrosion behaviors of the laser-arc hybrid welded magnesium/aluminum dissimilar joints,2025,21,False,article
https://doi.org/10.1016/j.corsci.2025.112812,Effect of heat treatment on microstructural evolution and corrosion behavior of wire-arc additive manufactured nickel aluminum bronze alloy,2025,21,True,article
https://doi.org/10.1016/j.corsci.2025.112854,Relocation of surface potential induced stable corrosion resistance of thin MXene/chitosan composite coating on Al alloy bipolar plates in PEMFC environments,2025,21,False,article
https://doi.org/10.1016/j.corsci.2025.112943,"A combined microstructural, electrochemical and nanomechanical study of the corrosion and passivation properties of a Cr/CrN multilayer coating",2025,21,True,article
https://doi.org/10.1016/j.corsci.2020.109133,Outstanding anti-oxidation performance of boride coating under high-temperature friction,2020,20,False,article
https://doi.org/10.1016/j.corsci.2021.109735,Environmental degradation of electroplated nickel and copper coated SS316H in molten FLiNaK salt,2021,20,True,article
https://doi.org/10.1016/j.corsci.2021.109952,Effect of flow rate and SiO2 nanoparticle on dynamic corrosion behavior of stainless steels in molten salt for thermal energy storage,2021,20,False,article
https://doi.org/10.1016/j.corsci.2022.110704,"Hydrogen charging effects on the alternation of oxide film formed on Ni, Cr and Alloy 690 in high-temperature water",2022,20,False,article
https://doi.org/10.1016/j.corsci.2022.110768,Study on anisotropic oxide formation rate in the initial corrosion stage of 90Cu-10Ni alloy in alkaline NaCl solution by experiments and first-principles calculation,2022,20,False,article
https://doi.org/10.1016/j.corsci.2022.110958,Selective corrosion of β-Sn and intermetallic compounds in an Ag–Sn alloy at different potentials in NaCl and Na2SO4 solutions,2023,20,False,article
https://doi.org/10.1016/j.corsci.2023.111073,Enhanced high temperature oxidation resistance of discontinuous distributed TiBw reinforced TA15 titanium alloy by simple pack cementation method,2023,20,False,article
https://doi.org/10.1016/j.corsci.2023.111084,Corrosion mechanism of Pseudomonas stutzeri on X80 steel subjected to Desulfovibrio desulfuricans under elastic stress and yield stress,2023,20,False,article
https://doi.org/10.1016/j.corsci.2023.111628,Hydrogen trapping and embrittlement susceptibility in Al-Cu-Li alloys,2023,20,False,article
https://doi.org/10.1016/j.corsci.2023.111654,"Long-term corrosion behavior of FeCr(Al, Ni) alloys in O2 + H2O with KCl(s) at 600 °C: Microstructural evolution after breakaway oxidation",2023,20,True,article
https://doi.org/10.1016/j.corsci.2023.111733,Design of alkyl-substituted aminothiazoles to optimise corrosion inhibition for galvanised steel: A combined experimental and molecular modelling approach,2023,20,True,article
https://doi.org/10.1016/j.corsci.2023.111816,Insight into the biodegradation behavior of pure molybdenum under simulated inflammatory condition,2024,20,False,article
https://doi.org/10.1016/j.corsci.2024.111883,Electrochemical corrosion behavior variation of WC-10Co4Cr coating subjected to different magnetic treatments and its mechanism,2024,20,False,article
https://doi.org/10.1016/j.corsci.2024.111926,Additive manufactured corrosion-resistant SS316L/IN625 functionally graded multi-material in hydrofluoric acid (HF) environment,2024,20,False,article
https://doi.org/10.1016/j.corsci.2024.112007,Insights into the fatigue damage mechanism of T91 steel in liquid lead-bismuth eutectic at 150–550 °C,2024,20,False,article
https://doi.org/10.1016/j.corsci.2024.112052,Nano-structure and hydrophobicity co-determined barrier properties of corrosion protective ZnAl-LDH film in atmospheric environment,2024,20,False,article
https://doi.org/10.1016/j.corsci.2024.112309,Light-driven extracellular electron transfer accelerates microbiologically influenced corrosion by Rhodopseudomonas palustris TIE-1,2024,20,False,article
https://doi.org/10.1016/j.corsci.2024.112321,The kinetics of pitting corrosion in a defect-contained Hastelloy X alloy fabricated by laser powder bed fusion,2024,20,False,article
https://doi.org/10.1016/j.corsci.2024.112484,Corrosion resistance of multicomponent disilicate (Ho0.2Er0.2Tm0.2Yb0.2Lu0.2)2Si2O7 against CMAS and volcanic ash,2024,20,False,article
https://doi.org/10.1016/j.corsci.2024.112629,Effects of mechanical stress on the corrosion behaviour of an austenitic stainless steel welded joint – Stress corrosion cracking susceptibility,2024,20,True,article
https://doi.org/10.1016/j.corsci.2024.112672,High temperature oxidation behavior and mechanism of MoNbVTa0.5Crx refractory high entropy alloys,2025,20,False,article
https://doi.org/10.1016/j.corsci.2025.112696,Accelerated degradation of stainless-steel passive film by humic acid-mediated extracellular electron transfer,2025,20,False,article
https://doi.org/10.1016/j.corsci.2025.112744,Atom-scale insight into the adsorption behavior of imidazole corrosion inhibitors at defective copper/water interfaces,2025,20,False,article
https://doi.org/10.1016/j.corsci.2025.112750,Brushing conversion coating on magnesium alloys: A promising dry-in-place phosphate conversion treatment with high corrosion resistance for coating repair on Mg alloys,2025,20,False,article
https://doi.org/10.1016/j.corsci.2025.113050,Effect of grain boundary engineering on electrochemical and intergranular corrosion of 316L stainless steel,2025,20,False,article
https://doi.org/10.1016/j.corsci.2025.113073,Enhancing corrosion resistance of Ti₂AlC MAX phase through Sn solid solution in harsh acidic environments,2025,20,False,article
https://doi.org/10.1016/j.corsci.2018.10.026,Phase field modeling of irradiation-enhanced corrosion of Zircaloy-4 in PWRs,2018,19,False,article
https://doi.org/10.1016/j.corsci.2021.109590,Sacrificial protection of Mg-based resorbable implant alloy by magnetron sputtered Mg5Gd alloy coating: A short-term study,2021,19,False,article
https://doi.org/10.1016/j.corsci.2022.110147,Temperature-dependence of oxidation and carburization of Grade 91 steel in CO2 containing impurities,2022,19,True,article
https://doi.org/10.1016/j.corsci.2022.110956,Mechanistic study on the corrosion behaviour of Zinc and Zinc-Calcium alloys designed for enhanced metallic coatings in the presence of chloride and phosphate ions,2023,19,True,article
https://doi.org/10.1016/j.corsci.2023.111194,Mechanism of the element microsegregation induced corrosion difference of Ti6321 weldment,2023,19,False,article
https://doi.org/10.1016/j.corsci.2023.111314,The influence of hydrogen permeation on the protection performance of the Cu coating of nuclear waste containers,2023,19,False,article
https://doi.org/10.1016/j.corsci.2023.111465,Internal oxidation of austenitic Fe-Ni-Cr alloys at high temperatures: Deduction of oxygen permeability and the influence of carbon-bearing gases,2023,19,False,article
https://doi.org/10.1016/j.corsci.2023.111474,Corrosion susceptibility of the nanophases of the Al-based amorphous-nanocrystalline coatings,2023,19,False,article
https://doi.org/10.1016/j.corsci.2023.111544,Unveiling the mechanism of ultra-low-dose and ultra-high corrosion inhibition additive for enhancing zinc anode performance,2023,19,False,article
https://doi.org/10.1016/j.corsci.2023.111726,"Correlation between pitting susceptibility and surface acidity, point of zero charge of passive film on aluminum: Influence of alloying elements",2023,19,False,article
https://doi.org/10.1016/j.corsci.2023.111769,Micro-mechanisms and modelling of the corrosion fatigue behaviour of a maraging steel,2023,19,False,article
https://doi.org/10.1016/j.corsci.2024.111962,High-temperature oxidation resistance of SiCf/SiC composites annealed and cladded with LaMgAl11O19/Yb2Si2O7 thermal/environmental barrier coatings,2024,19,False,article
https://doi.org/10.1016/j.corsci.2024.112003,Thermal cycling behavior of Yb3+-Ce4+ co-doped La2Zr2O7-based TBCs: Experimental and theoretical research,2024,19,False,article
https://doi.org/10.1016/j.corsci.2024.112015,Influences of microstructures and macrozones on the stress corrosion cracking sensitivity of a near alpha titanium alloy,2024,19,False,article
https://doi.org/10.1016/j.corsci.2024.112014,Experiments and DFT calculations on the effects of interstitial hydrogen on Ti corrosion products in high temperature water,2024,19,False,article
https://doi.org/10.1016/j.corsci.2024.112092,Local crack arrestability and deformation microstructure evolution of hydrogen-related fracture in martensitic steel,2024,19,True,article
https://doi.org/10.1016/j.corsci.2024.112123,Enhancing corrosion resistance and microstructure of the PEO coating layer on 6061 aluminium alloy: The role of first step voltage in plasma electrolytic oxidation,2024,19,True,article
https://doi.org/10.1016/j.corsci.2024.112201,Different effects of TiB2 particles on corrosion behaviors of in-situ TiB2/7075 composites in active and passive environments,2024,19,False,article
https://doi.org/10.1016/j.corsci.2024.112224,Oxygen-enhanced dissolution corrosion of austenitic stainless steel 316 L in static lead-bismuth eutectic at 500 °C,2024,19,False,article
https://doi.org/10.1016/j.corsci.2024.112251,Fe0-to-microbe electron transfer corrosion of EH36 steel by planktonic cells of Desulfovibrio vulgaris mediated by riboflavin,2024,19,False,article
https://doi.org/10.1016/j.corsci.2024.112374,Improved passivation performance of selective laser melted Inconel 718 alloy via tempering treatment,2024,19,False,article
https://doi.org/10.1016/j.corsci.2024.112461,Dissolution and intrusion of chloride disrupted biodegradation products to persistently accelerate biodegradation of Fe-based implants,2024,19,False,article
https://doi.org/10.1016/j.corsci.2024.112527,Comparative study of corrosion behaviors of SS310 stainless steel in NaCl-KCl-MgCl2 and NaCl-KCl-CaCl2 molten salts,2024,19,False,article
https://doi.org/10.1016/j.corsci.2024.112644,The roles of Ni segregation on the oxidation kinetics of austenitic stainless steel 316L exposed to oxygen-containing liquid lead-bismuth eutectic (LBE),2024,19,False,article
https://doi.org/10.1016/j.corsci.2025.112675,Combinatorial discovery and investigation of the synergism of green amino acid corrosion inhibitors: Integrating high-throughput experiments and interpretable machine learning approach,2025,19,False,article
https://doi.org/10.1016/j.corsci.2025.112746,Enhancing the oxidation resistance of AlCoCrNi high-entropy alloy via Ti-induced microstructural modifications,2025,19,False,article
https://doi.org/10.1016/j.corsci.2025.112775,In-depth corrosion mechanisms of Fe- and Ni-based alloys in molten solar salt with varying extents of chloride and sulfate impurities,2025,19,False,article
https://doi.org/10.1016/j.corsci.2025.113573,Improved corrosion resistance of AA5083 after 2 years of exposure in seawater splash and tidal zones: Formation of a protective surface film,2025,19,False,article
https://doi.org/10.1016/j.corsci.2026.113747,High-temperature steam corrosion performance of FeCrAl alloys after long-term service in PWR condition: A reliable evaluation and multiscale microstructural characterization,2026,19,False,article
https://doi.org/10.1016/j.corsci.2020.109139,Roles of permeated hydrogen in the oxidation process of Ni-based alloy in high temperature water environment,2020,18,False,article
https://doi.org/10.1016/j.corsci.2022.110277,Effect of microstructure on the pitting susceptibility of a martensitic-ferritic stainless steel: A corrosion-metallurgical study,2022,18,False,article
https://doi.org/10.1016/j.corsci.2022.110457,Intergranular corrosion in evolving media: Experiment and modeling by cellular automata,2022,18,True,article
https://doi.org/10.1016/j.corsci.2022.110773,Atomic layer deposition of nanometric alumina for corrosion protection of heterogeneous metallic surfaces – The case of aeronautical grade aluminium alloy 2024-T3,2022,18,False,article
https://doi.org/10.1016/j.corsci.2023.111233,Corrosion behavior of anodized Ti-Ta binary surface alloys in various physiological fluids for implant applications,2023,18,False,article
https://doi.org/10.1016/j.corsci.2023.111240,Is it possible to use the Langmuir Isotherm in electrochemical studies? A critical view on the subject,2023,18,False,article
https://doi.org/10.1016/j.corsci.2023.111509,A multi-method approach to the study of hydrogen trapping in a maraging stainless steel: the impact of B2-NiAl precipitates and austenite,2023,18,True,article
https://doi.org/10.1016/j.corsci.2023.111721,"The effect of Ta on the kinetics and mechanisms of high-temperature oxidation of the (Hf,Ta)B2–SiC ceramics",2023,18,False,article
https://doi.org/10.1016/j.corsci.2024.111886,Study on the structural transformation of 6xxx composite four-layer aluminum alloy sheet during brazing and artificial aging and its influence on strengthening and corrosion behavior,2024,18,False,article
https://doi.org/10.1016/j.corsci.2024.111901,Insights into the microstructure and corrosion behavior of in-situ synthesized TiC/Ti-6Al-3Nb-2Zr-1Mo composites,2024,18,False,article
https://doi.org/10.1016/j.corsci.2024.111933,"Mechanism of coupling corrosion caused by flue gas and deposits in municipal solid waste incinerator: Roles of H2O(g), HCl, and SO2",2024,18,False,article
https://doi.org/10.1016/j.corsci.2024.112126,Mechanism of rebar depassivation in concrete containing sulphate: A vicious cycle between sulphate adsorption and surface vacancy formation,2024,18,False,article
https://doi.org/10.1016/j.corsci.2024.112174,Plasma sprayed duplex ytterbium disilicate/monosilicate EBCs and the transformation from ytterbia to ytterbium monosilicate during burner rig testing,2024,18,True,article
https://doi.org/10.1016/j.corsci.2024.112184,Oxidation control preparation of chromium-based MXene as ultrahigh performance barrier nanosheets for corrosion protection,2024,18,False,article
https://doi.org/10.1016/j.corsci.2024.112171,Atmospheric corrosion of iron under a single droplet: A new systematic multi-electrochemical approach,2024,18,True,article
https://doi.org/10.1016/j.corsci.2024.112167,Elucidating different selective corrosion behavior of two typical marine aluminum bronze alloys from the perspective of constituent phases,2024,18,False,article
https://doi.org/10.1016/j.corsci.2024.112193,Outstanding hot corrosion behavior of Pt modified CoNiCrAl medium-entropy alloy,2024,18,False,article
https://doi.org/10.1016/j.corsci.2024.112205,Adhesion of different types of extracellular polymeric substances from Pseudomonas aeruginosa to enhance/inhibit corrosion of EH40 steel in simulated seawater,2024,18,False,article
https://doi.org/10.1016/j.corsci.2024.112218,Atomic simulations and experimental of the effect of transition metal on the high-temperature oxidation behavior of ZrB2,2024,18,False,article
https://doi.org/10.1016/j.corsci.2024.112226,Electroactive Shewanella algae accelerates the crevice corrosion of X70 pipeline steel in marine environment,2024,18,False,article
https://doi.org/10.1016/j.corsci.2024.112292,New insight into the mitigation strategy of microbiologically influenced corrosion caused by anaerobic microbial consortium based on resource conversion of obsolete antibiotics,2024,18,False,article
https://doi.org/10.1016/j.corsci.2024.112306,"Synergistic effect of temperature, concentration and solution flow on corrosion and passive film of austenitic SS 304L and 316L in concentrated sulfuric acid",2024,18,False,article
https://doi.org/10.1016/j.corsci.2024.112385,In situ mildly synthesized CuZnAl LDHs nanofilm with long-lasting corrosion resistance and self-healing properties induced by corrosive Cl– ions,2024,18,False,article
https://doi.org/10.1016/j.corsci.2024.112526,Effect of heat treatment on the microstructure and corrosion performance of 2219 Al alloy cold sprayed coatings,2024,18,False,article
https://doi.org/10.1016/j.corsci.2024.112597,Nano-scale evidence for coupled interfacial dissolution-reprecipitation (CDR) controlling corrosion of alumina-forming austenitic (AFA) steel in static lead-bismuth eutectic (LBE) at 600°C,2024,18,False,article
https://doi.org/10.1016/j.corsci.2024.112648,Assessing the hydrogen embrittlement susceptibility of an existing L360NB natural gas pipeline steel for 100 % hydrogen transport,2024,18,True,article
https://doi.org/10.1016/j.corsci.2024.112653,Investigation on CMAS corrosion resistance of Sc2O3-Y2O3 co-stabilized ZrO2 thermal barrier coating material by tunable design with Gd-doping,2024,18,False,article
https://doi.org/10.1016/j.corsci.2025.112799,Microbial corrosion of high manganese austenitic steel by a sulfate reducing bacterium dominated by extracellular electron transfer and intergranular effect,2025,18,True,article
https://doi.org/10.1016/j.corsci.2025.112944,Oxidation behavior and failure mechanism of NiCoCrAl eutectic multi-principal element alloys co-doped with Y and Hf at 1100 °C and 1200 °C,2025,18,False,article
https://doi.org/10.1016/j.corsci.2025.113152,Local Al-Cu-Sc ternary phase transformation degrades corrosion performance of Sc-microalloyed Al-Cu alloy,2025,18,False,article
https://doi.org/10.1016/j.corsci.2025.113211,Advanced microbial technologies for in-depth studies of microbiologically influenced corrosion and its mitigation,2025,18,False,article
https://doi.org/10.1016/j.corsci.2022.110501,High temperature corrosion in various grades of vegetable and waste oils used for bio-fuel production,2022,17,True,article
https://doi.org/10.1016/j.corsci.2022.110706,Hot corrosion behavior and mechanism of cryo-rolled MP159 superalloy with long rod-like γ′ phase,2022,17,False,article
https://doi.org/10.1016/j.corsci.2022.110740,Corrosion performance of the biocompatible β-Ti12Mo6Zr2Fe alloy submitted to laser and plasma-nitriding surface modifications,2022,17,False,article
https://doi.org/10.1016/j.corsci.2023.111001,Effect of O2- additive on the corrosion behavior of Hastelloy N alloy in molten FLiNaK,2023,17,False,article
https://doi.org/10.1016/j.corsci.2023.111295,Microstructures and oxidation behavior of PM Ni-based superalloy FGH97 with in-situ carbide precipitates,2023,17,False,article
https://doi.org/10.1016/j.corsci.2023.111478,Effect of copper content of AISI 1018 mild carbon steel on inhibition efficiency of imidazoline-based corrosion inhibitor in CO2-saturated brine,2023,17,False,article
https://doi.org/10.1016/j.corsci.2023.111706,Optimizing isothermal oxidation behavior of the Y-containing Nb-Ti-Si based alloy: The role of precursor Y2O3,2023,17,False,article
https://doi.org/10.1016/j.corsci.2024.111844,Stress-corrosion behavior of SiCf/SiC under CMAS-wet-oxygen environments,2024,17,False,article
https://doi.org/10.1016/j.corsci.2024.111873,Ablation behavior and mechanism of (PyC-Csf)/ZrB2-SiC-ZrC ceramics sintered by reactive spark plasma sintering at low temperature,2024,17,False,article
https://doi.org/10.1016/j.corsci.2024.111894,Mechanisms of hydrogen embrittlement resistances in FCC concentrated solid solution alloys,2024,17,False,article
https://doi.org/10.1016/j.corsci.2024.111960,Enhancing corrosion resistance and mechanical properties of laser-direct energy deposited 316 stainless steel via W addition,2024,17,False,article
https://doi.org/10.1016/j.corsci.2024.111996,Study of copper corrosion via extracellular electron transfer by nitrate reducing Halomonas titanicae,2024,17,False,article
https://doi.org/10.1016/j.corsci.2024.112271,Monitoring atmospheric corrosion under multi-droplet conditions by electrical resistance sensor measurement,2024,17,True,article
https://doi.org/10.1016/j.corsci.2024.112308,Cu corrosion in supernatant and sedimentation of bentonite slurry containing chloride,2024,17,False,article
https://doi.org/10.1016/j.corsci.2024.112329,Effect of reactive elements in MCrAlX bond coat for durability improvement of thermal barrier coatings,2024,17,True,article
https://doi.org/10.1016/j.corsci.2024.112355,Influence of powder heat treatment and particle size on the corrosion performance of cold-sprayed nickel-aluminum bronze (NAB) for repair applications,2024,17,False,article
https://doi.org/10.1016/j.corsci.2024.112372,Effect of precipitated Mg-containing corrosion products on the anodic behavior of steel in aqueous corrosion for Zn-Al-Mg coated steel,2024,17,False,article
https://doi.org/10.1016/j.corsci.2024.112396,On the rate determining step of cathodic delamination of delamination-resistant organic coatings,2024,17,True,article
https://doi.org/10.1016/j.corsci.2024.112430,Influence of Pt addition on corrosion resistance of Sn-9Zn-0.02Al-xPt solder alloys,2024,17,False,article
https://doi.org/10.1016/j.corsci.2024.112447,The effect of Re and Hf interaction on the oxidation performance in ReHf co-doped NiAl coating,2024,17,False,article
https://doi.org/10.1016/j.corsci.2024.112463,Interdiffusion mechanism between EB-PVD deposited CoCrAlY bond-coat and superalloy substrate under high-temperature oxidation service conditions in gas turbine,2024,17,False,article
https://doi.org/10.1016/j.corsci.2024.112520,Design of new β-type Ti alloys with outstanding corrosion and wear resistance for dental application,2024,17,False,article
https://doi.org/10.1016/j.corsci.2024.112580,Determination of the hydrogen fugacity during cathodic hydrogen charging of X65 D pipeline steel,2024,17,True,article
https://doi.org/10.1016/j.corsci.2025.112715,Effect of temperature gradient on the formed corrosion products films of 70/30 Cu-Ni alloy immersed in 3.5 % NaCl solution,2025,17,False,article
https://doi.org/10.1016/j.corsci.2025.112717,Ultrasonic shot peening improved corrosion resistance of the Al0.3Cu0.6CoCrFeNi high-entropy alloy by refining segregation and grain,2025,17,False,article
https://doi.org/10.1016/j.corsci.2025.112719,Enhanced oxidation resistance of additively manufactured Inconel 718 superalloy by surface mechanical attrition treatment,2025,17,True,article
https://doi.org/10.1016/j.corsci.2025.112740,Enhanced corrosion and tribo-corrosion resistance of self-organized nano-multilayer oxynitride coatings on tungsten copper alloy,2025,17,False,article
https://doi.org/10.1016/j.corsci.2025.112769,Pitting corrosion of austenitic and duplex stainless steels in dilute acids at elevated temperature: Effect of electrolyte chemistry and material microstructure,2025,17,True,article
https://doi.org/10.1016/j.corsci.2025.112776,Exploring mechanisms and efficacy of passivation films in blocking hydrogen,2025,17,False,article
https://doi.org/10.1016/j.corsci.2025.112794,Effect of tensile elastic stress on the electrochemical passivation behaviour of cold-rolled 2205 duplex stainless steel,2025,17,False,article
https://doi.org/10.1016/j.corsci.2025.112797,Synergistic microbial interactions and electrochemical mechanisms driving microbiologically influenced corrosion in offshore platform produced seawater at 60 °C,2025,17,False,article
https://doi.org/10.1016/j.corsci.2025.112811,Extracellular polysaccharides of Tenacibaculum mesophilum D-6 play a major role during its corrosion protection for X80 carbon steel in seawater,2025,17,False,article
https://doi.org/10.1016/j.corsci.2025.112950,Study on corrosion fatigue of Ti-6Al-4V alloy under hydrostatic pressure environment in 3.5 % NaCl solution,2025,17,True,article
https://doi.org/10.1016/j.corsci.2025.112959,Fatigue crack growth behavior of X80 pipeline girth welded joints in natural gas/mixed hydrogen environment: Experimental and numerical investigations,2025,17,False,article
https://doi.org/10.1016/j.corsci.2025.112952,A green electrolyte additive based on Toona Sinensis extract for enhanced performance of alkaline Al-air battery,2025,17,False,article
https://doi.org/10.1016/j.corsci.2025.113039,Corrosion behaviour of 316L stainless steel under stress in artificial seawater droplet exposure at elevated temperature and humidity,2025,17,True,article
https://doi.org/10.1016/j.corsci.2025.113271,Induced growth orientation deviation of Mg(OH)₂ by heat treatment to enhance corrosion resistance of Mg-Sc alloy,2025,17,False,article
https://doi.org/10.1016/j.corsci.2026.113672,Unraveling the influence of redox conditions on corrosion product deposition in Cr-coated cladding,2026,17,False,article
https://doi.org/10.1016/j.corsci.2020.109037,Thermal stability of the CoWO4 layer formed on ferritic stainless steel,2020,16,False,article
https://doi.org/10.1016/j.corsci.2022.110226,Study of the oxidation mechanism at high temperature of nanofiber textured AlTiCrN coatings produced by physical vapor deposition using high-resolution characterization techniques,2022,16,False,article
https://doi.org/10.1016/j.corsci.2022.110334,Experimental and computational insights into self-assembly sodium oleate on anodized aluminum interface in electric field,2022,16,False,article
https://doi.org/10.1016/j.corsci.2022.110638,The cyclic oxidation behavior of a Pt modified γ’ nanocrystalline coating at 1150 ℃,2022,16,False,article
https://doi.org/10.1016/j.corsci.2023.111085,Insight into the corrosion resistance of Mo-added NiCrBSi coating in simulated waste incineration environment,2023,16,True,article
https://doi.org/10.1016/j.corsci.2023.111425,Effect of degradable (CaP and ZnO) nanoparticals void-plugging MgFe-LDHs film on the pitting-responsive behaviors of AZ31 magnesium alloy,2023,16,False,article
https://doi.org/10.1016/j.corsci.2023.111545,Effect of hot corrosion on cycle deformation and fracture behavior of Ti-6Al-4V alloy under salt coating,2023,16,False,article
https://doi.org/10.1016/j.corsci.2023.111548,Effect of pre-treatment temperatures on the oxidation behaviors and surface roughening mechanisms of NiCoCrAlYHf coating,2023,16,False,article
https://doi.org/10.1016/j.corsci.2023.111754,Improvement on corrosion resistance of molten calcium-magnesium-alumina-silicate (CMAS) by Yb2O3-Y2O3 co-stabilized ZrO2 ceramic pellets,2023,16,False,article
https://doi.org/10.1016/j.corsci.2023.111752,Study on the effects of pre-erosion initial structures on the CO2 corrosion behavior of X65 carbon steel,2023,16,False,article
https://doi.org/10.1016/j.corsci.2023.111786,Improved resistance to hydrogen embrittlement in the nugget zone of friction stir welded medium Mn steel via post-welding annealing,2023,16,False,article
https://doi.org/10.1016/j.corsci.2024.111855,Corrosion and passivation of AlCrFe2Ni2Mox high-entropy alloys in sulphuric acid,2024,16,False,article
https://doi.org/10.1016/j.corsci.2024.112059,Stress corrosion behavior and mechanism of Ti6321 alloy with different microstructures in stimulated deep-sea environment,2024,16,False,article
https://doi.org/10.1016/j.corsci.2024.112099,Research on the mechanism of chlorine corrosion resistance of graphite tailings modified recycled coarse aggregate concrete: Corrosion product transformation and multi-scale mathematical characterization model,2024,16,False,article
